                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 1.8334,                 2.0758,                 1.7003,                 1.7696,                 2.3801,                 1.5372,                 0.1774,                0.19377,                0.09266,                0.03862,                  0.065,                 4.9567,                0.06152,                0.06437,                 1.7032,                  0.056,               0.009406,               0.009406,               0.009406
                     63,                 1.7439,                 2.0982,                 1.5895,                 1.7107,                 2.3413,                 1.4477,                0.20604,                0.16263,                0.12695,                0.05308,                0.06382,                 1.8012,                 0.0591,                 0.0649,                0.62229,                0.05363,              0.0093961,              0.0093961,              0.0093961
                     64,                 1.7404,                 2.1125,                 1.5598,                 1.7334,                 2.2694,                 1.4306,                0.25444,                0.21107,                0.14514,                0.06021,                0.06335,                 8.0295,                0.05972,                0.06669,                 2.4385,                0.05504,              0.0093862,              0.0093862,              0.0093862
                     65,                 1.7495,                 1.9627,                 1.5004,                 1.7394,                 2.2202,                 1.3752,                0.32316,                0.20761,                0.14397,                0.06206,                0.06378,                 5.0364,                0.05918,                0.06643,                 1.9137,                0.05512,              0.0093763,              0.0093763,              0.0093763
                     66,                 1.7803,                 2.0777,                 1.5736,                 1.6925,                 2.2131,                 1.4047,                0.11447,                0.11765,                0.06255,                0.02659,                0.06554,                 8.5372,                0.06192,                0.06647,                 3.5261,                0.05692,              0.0093664,              0.0093664,              0.0093664
                     67,                 1.7802,                 2.1006,                 1.6117,                 1.7357,                 2.3109,                 1.4614,                0.26197,                0.17301,                0.12479,                0.05344,                0.06592,                 4.8153,                0.06231,                0.06766,                 1.7241,                0.05618,              0.0093565,              0.0093565,              0.0093565
                     68,                 1.7238,                 2.0162,                 1.5705,                 1.7514,                 2.2486,                  1.446,                0.21391,                0.24567,                0.12685,                0.05279,                0.06389,                 7.7696,                0.05976,                0.06479,                 3.0289,                0.05496,              0.0093466,              0.0093466,              0.0093466
                     69,                 1.7493,                  2.032,                 1.5844,                 1.7525,                 2.2296,                 1.4482,                0.21247,                0.21799,                0.11317,                0.04436,                0.06357,                 4.1132,                0.06025,                0.06894,                 1.6093,                0.05842,              0.0093367,              0.0093367,              0.0093367
                     70,                  1.773,                 2.0159,                 1.5707,                 1.7438,                 2.2579,                 1.4438,                0.24497,                0.21107,                0.12834,                0.04911,                0.06497,                 13.331,                0.06077,                0.06881,                 4.3371,                0.05688,              0.0093268,              0.0093268,              0.0093268
                     71,                 1.8233,                 2.0921,                 1.5654,                 1.8121,                 2.3143,                 1.4287,                0.19475,                0.19031,                 0.1102,                0.04206,                0.06445,                 7.2812,                0.05936,                0.06919,                 3.8066,                0.05591,              0.0093169,              0.0093169,              0.0093169
                     72,                 1.8077,                   2.09,                 1.6475,                  1.853,                 2.3522,                 1.5391,                0.25114,                0.22145,                0.12244,                0.04829,                0.06367,                 6.9702,                0.06027,                0.06831,                 2.2996,                0.05658,               0.009307,               0.009307,               0.009307
                     73,                 1.6731,                 1.9195,                  1.527,                 1.6921,                 2.1716,                 1.3988,                0.25739,                0.16263,                0.13199,                0.05718,                0.06552,                 9.8237,                0.06236,                0.06546,                 3.0646,                0.05749,              0.0092971,              0.0092971,              0.0092971
                     74,                 1.8083,                 2.0004,                 1.5736,                 1.7846,                 2.2787,                 1.4416,                0.26819,                0.20415,                0.14476,                 0.0571,                0.06581,                 5.1332,                 0.0603,                0.06882,                 1.8952,                0.05699,              0.0092872,              0.0092872,              0.0092872
                     75,                 1.8234,                 2.0707,                 1.5561,                 1.8094,                 2.2448,                 1.4249,                0.24588,                0.17993,                0.13012,                0.05269,                 0.0642,                 4.9672,                0.05945,                0.06615,                 1.3139,                0.05625,              0.0092773,              0.0092773,              0.0092773
                     76,                 1.8972,                 2.0556,                 1.6347,                 1.9049,                 2.3025,                 1.5109,                0.30033,                0.22145,                0.15609,                0.06447,                0.06264,                 3.6274,                0.05909,                0.06659,                 1.1197,                0.05491,              0.0092674,              0.0092674,              0.0092674
                     77,                 1.7031,                 1.9417,                 1.5528,                 1.6729,                 2.2119,                 1.4117,                0.25676,                0.18339,                 0.1592,                0.07471,                 0.0624,                  4.315,                 0.0592,                0.06627,                 1.3752,                0.05425,              0.0092575,              0.0092575,              0.0092575
                     78,                 1.7525,                 2.0069,                 1.5891,                 1.7117,                 2.2299,                 1.4316,                0.23233,                0.27336,                0.14537,                 0.0617,                0.06218,                 8.0698,                0.05941,                0.06566,                 2.6281,                 0.0551,              0.0092476,              0.0092476,              0.0092476
                     79,                 1.8079,                 2.0552,                 1.5793,                 1.8157,                 2.2325,                 1.4488,                0.25605,                0.17647,                0.14609,                0.05945,                0.06169,                 7.2743,                0.05842,                0.06623,                 2.2788,                0.05517,              0.0092377,              0.0092377,              0.0092377
                     80,                 1.7645,                      2,                 1.5916,                 1.7891,                 2.2855,                 1.4599,                0.22495,                0.20415,                0.13004,                0.06001,                0.06122,                 14.939,                0.05876,                0.06461,                 4.1363,                0.05485,              0.0092278,              0.0092278,              0.0092278
                     81,                 1.7252,                 1.9179,                 1.5674,                 1.7562,                 2.1568,                 1.4507,                0.20691,                0.15917,                0.09058,                0.03827,                0.06261,                 10.017,                0.05992,                0.06635,                 3.1794,                0.05505,              0.0092179,              0.0092179,              0.0092179
                     82,                 1.6434,                 1.9588,                 1.4996,                  1.643,                 2.1394,                 1.3972,                0.18478,                0.16609,                0.10889,                0.04828,                 0.0603,                 13.792,                0.05831,                0.06541,                 3.8014,                0.05535,               0.009208,               0.009208,               0.009208
                     83,                 1.8368,                 1.9727,                 1.6594,                 1.8728,                 2.2389,                 1.5146,                0.15629,                0.14533,                0.09034,                0.03721,                0.06111,                 15.983,                0.05866,                0.06456,                 4.0671,                0.05359,              0.0091981,              0.0091981,              0.0091981
                     84,                  1.794,                 2.0146,                 1.5614,                 1.7748,                  2.202,                 1.4345,                0.21553,                0.19031,                0.12532,                0.05021,                0.06231,                 5.5752,                0.05863,                0.06567,                 2.2904,                0.05445,              0.0091882,              0.0091882,              0.0091882
                     85,                 1.8585,                 1.9801,                 1.6167,                 1.8798,                 2.2559,                 1.5116,                0.22903,                0.28374,                0.15966,                0.06766,                0.06157,                 7.7572,                0.05767,                0.06402,                 2.2655,                0.05423,              0.0091783,              0.0091783,              0.0091783
                     86,                 1.7085,                 1.8984,                 1.5194,                 1.6742,                  2.169,                 1.3863,                0.13542,                0.17647,                0.08147,                0.03587,                0.06137,                 21.466,                0.05775,                0.06594,                  5.486,                0.05425,              0.0091684,              0.0091684,              0.0091684
                     87,                 1.7798,                 1.9682,                 1.5861,                 1.7786,                 2.2084,                  1.458,                0.17136,                0.20069,                0.10508,                0.04205,                0.06352,                  13.74,                0.05873,                0.06471,                 3.3094,                0.05524,              0.0091585,              0.0091585,              0.0091585
                     88,                 1.6592,                 1.7466,                 1.5077,                 1.6189,                 2.0932,                 1.3917,                0.19868,                0.20161,                 0.1254,                0.05343,                0.06177,                 8.5379,                 0.0583,                0.06456,                 2.6433,                0.05467,              0.0091486,              0.0091486,              0.0091486
                     89,                 1.6492,                 1.8154,                 1.4765,                 1.6691,                 2.1251,                 1.3684,                0.29049,                0.25606,                0.18912,                0.08841,                0.06184,                 5.7422,                0.05869,                0.06494,                 1.6698,                0.05416,              0.0091387,              0.0091387,              0.0091387
                     90,                 1.6645,                 1.8225,                 1.4517,                 1.6942,                 2.0679,                 1.3426,                0.19418,                0.20415,                0.10896,                 0.0449,                0.05975,                 15.714,                0.05708,                0.06432,                 3.9717,                0.05441,              0.0091288,              0.0091288,              0.0091288
                     91,                 1.6269,                 1.8066,                 1.4248,                 1.6291,                 1.9769,                 1.3128,                0.26305,                0.22145,                0.15211,                0.06401,                0.06284,                 3.6948,                0.05852,                0.06595,                 1.5907,                0.05457,              0.0091189,              0.0091189,              0.0091189
                     92,                 1.6772,                 1.9424,                 1.5286,                  1.739,                 2.1242,                  1.431,                0.28975,                0.19031,                0.16448,                0.06405,                0.06491,                 4.8027,                0.05984,                0.06657,                 1.4656,                0.05436,               0.009109,               0.009109,               0.009109
                     93,                 1.6545,                 1.7881,                 1.4719,                 1.6869,                 2.0906,                 1.3823,                0.24155,                0.27336,                0.16986,                0.06727,                0.06114,                 3.5274,                0.05798,                0.06484,                 1.2643,                0.05404,              0.0090991,              0.0090991,              0.0090991
                     94,                 1.6383,                 1.9563,                 1.4926,                 1.6064,                 2.1299,                  1.362,                0.23673,                0.22145,                0.14363,                0.06172,                0.06237,                 7.2021,                0.05817,                0.06601,                 2.1183,                0.05639,              0.0090892,              0.0090892,              0.0090892
